eref	gender	d0	d1	d2	d3	d4	d5	d6	d7	d8	d9	d10	d11	allages
ALPHA_1_ANTITRYPSIN_DEFICIENCY	F	0.0	0.0	0.0	4.0E-7	4.0E-7	1.4E-6	1.8E-6	4.0E-7	4.0E-7	0.0	0.0	0.0	4.6E-6
ALPHA_FETOPROTEIN_IN_AMNIOTIC_FLUID	F	0.0	0.0	7.1E-6	1.32E-5	4.0E-7	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	2.1E-5
ALTERED_MENTAL_STATUS	M	2.5E-6	6.1E-6	1.0E-5	7.1E-6	1.6E-5	3.95E-5	7.55E-5	1.179E-4	9.76E-5	2.56E-5	1.1E-6	0.0	3.986E-4
ALTERED_MENTAL_STATUS	F	3.2E-6	5.7E-6	7.1E-6	1.21E-5	1.92E-5	3.7E-5	7.12E-5	1.218E-4	1.471E-4	6.38E-5	2.8E-6	0.0	4.906E-4
ALZHEIMER^S_DISEASE	M	4.0E-7	0.0	0.0	0.0	1.4E-6	3.9E-6	1.5E-5	5.98E-5	8.91E-5	2.39E-5	4.0E-7	0.0	1.938E-4
ALZHEIMER^S_DISEASE	F	0.0	0.0	0.0	7.0E-7	2.1E-6	4.6E-6	2.03E-5	8.3E-5	1.567E-4	6.09E-5	4.3E-6	0.0	3.327E-4
AMBLYOPIA	M	1.6E-5	9.3E-6	1.4E-6	1.1E-6	3.9E-6	2.5E-6	1.03E-5	7.1E-6	1.1E-6	4.0E-7	0.0	0.0	5.2E-5
AMBLYOPIA	F	1.18E-5	7.8E-6	1.1E-6	1.8E-6	2.8E-6	2.1E-6	1.5E-5	8.5E-6	3.6E-6	7.0E-7	0.0	0.0	5.52E-5
AMEBIASIS	M	4.0E-7	7.0E-7	4.0E-7	4.0E-7	0.0	7.0E-7	7.0E-7	7.0E-7	0.0	0.0	0.0	0.0	1.8E-6
AMEBIASIS	F	1.4E-6	4.0E-7	4.0E-7	4.0E-7	4.0E-7	0.0	4.0E-7	1.1E-6	0.0	4.0E-7	0.0	0.0	1.8E-6
AMENORRHEA	M	0.0	0.0	4.0E-7	4.0E-7	0.0	0.0	7.0E-7	4.0E-7	0.0	0.0	0.0	0.0	1.8E-6
AMENORRHEA	F	0.0	4.31E-5	2.419E-4	2.572E-4	1.147E-4	3.63E-5	7.1E-6	4.3E-6	7.0E-7	4.0E-7	0.0	0.0	7.057E-4
AMINO_ACID_METABOLISM_INBORN_ERROR	M	2.64E-5	7.0E-7	4.0E-7	4.0E-7	1.8E-6	2.8E-6	3.6E-6	3.2E-6	1.4E-6	7.0E-7	0.0	0.0	2.71E-5
AMINO_ACID_METABOLISM_INBORN_ERROR	F	2.07E-5	4.0E-7	4.0E-7	1.4E-6	2.1E-6	5.3E-6	5.3E-6	5.0E-6	1.8E-6	7.0E-7	0.0	0.0	2.21E-5
AMNESIA	M	4.0E-7	0.0	7.0E-7	0.0	4.0E-7	1.4E-6	3.6E-6	1.4E-6	1.1E-6	4.0E-7	0.0	0.0	8.9E-6
AMNESIA	F	0.0	0.0	0.0	0.0	4.0E-7	7.0E-7	3.9E-6	2.8E-6	1.4E-6	4.0E-7	0.0	0.0	9.3E-6
AMNIOCENTESIS	M	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	4.0E-7	0.0	0.0	0.0	4.0E-7
AMNIOCENTESIS	F	0.0	7.0E-7	7.5E-6	5.3E-6	1.4E-6	0.0	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	1.5E-5
AMNIOTIC_FLUID_EMBOLISM	M	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7
AMPULLA_OF_VATER_ADENOCARCINOMA	M	0.0	0.0	0.0	0.0	0.0	4.0E-7	4.0E-7	1.1E-6	4.0E-7	0.0	0.0	0.0	2.1E-6
AMPULLA_OF_VATER_ADENOCARCINOMA	F	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	4.0E-7	0.0	0.0	0.0	7.0E-7
AMYLASE_IN_SERUM	M	7.0E-7	5.7E-6	5.7E-6	1.21E-5	2.56E-5	3.53E-5	3.99E-5	4.95E-5	3.17E-5	5.7E-6	0.0	0.0	2.12E-4
AMYLASE_IN_SERUM	F	0.0	2.5E-6	7.8E-6	1.46E-5	2.85E-5	5.06E-5	5.63E-5	6.02E-5	4.17E-5	1.1E-5	7.0E-7	0.0	2.74E-4
AMYLOIDOSIS	M	0.0	4.0E-7	0.0	0.0	0.0	4.0E-7	7.0E-7	7.0E-7	4.0E-7	0.0	0.0	0.0	1.8E-6
AMYLOIDOSIS	F	0.0	0.0	0.0	0.0	7.0E-7	4.0E-7	1.8E-6	4.0E-7	1.1E-6	0.0	0.0	0.0	3.6E-6
AMYOTROPHIC_LATERAL_SCLEROSIS	M	0.0	0.0	0.0	0.0	4.0E-7	1.4E-6	1.8E-6	1.8E-6	7.0E-7	0.0	0.0	0.0	6.1E-6
AMYOTROPHIC_LATERAL_SCLEROSIS	F	0.0	0.0	0.0	0.0	4.0E-7	4.0E-7	1.8E-6	7.0E-7	1.1E-6	0.0	0.0	0.0	4.3E-6
ANAL_FISSURE	M	6.8E-6	2.8E-6	5.7E-6	1.25E-5	1.6E-5	1.5E-5	1.03E-5	3.9E-6	2.8E-6	0.0	0.0	0.0	7.59E-5
ANAL_FISSURE	F	6.8E-6	3.2E-6	1.35E-5	1.57E-5	1.14E-5	1.1E-5	9.3E-6	7.5E-6	1.8E-6	7.0E-7	0.0	0.0	8.09E-5
ANAL_FISSURE_AND_FISTULA	M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0E-7	0.0	0.0	0.0	7.0E-7
ANAL_FISSURE_AND_FISTULA	F	0.0	0.0	0.0	0.0	0.0	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	0.0	7.0E-7
ANALEPTIC	M	0.0	0.0	0.0	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0E-7
ANAPHYLAXIS	M	3.6E-6	2.1E-6	7.0E-7	1.4E-6	1.8E-6	1.4E-6	1.8E-6	2.1E-6	4.0E-7	0.0	0.0	0.0	1.28E-5
ANAPHYLAXIS	F	2.5E-6	1.4E-6	4.3E-6	3.2E-6	2.8E-6	3.9E-6	4.3E-6	3.2E-6	4.0E-7	4.0E-7	0.0	0.0	2.42E-5
ANAPLASTIC_LARGE_CELL_LYMPHOMA_T_CELL_TYPE	M	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	4.0E-7	0.0	0.0	0.0	0.0	7.0E-7
ANAPLASTIC_LARGE_CELL_LYMPHOMA_T_CELL_TYPE	F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	4.0E-7
ANCYLOSTOMA	M	0.0	7.0E-7	0.0	0.0	4.0E-7	0.0	4.0E-7	7.0E-7	7.0E-7	0.0	0.0	0.0	2.8E-6
ANCYLOSTOMA	F	0.0	4.0E-7	0.0	4.0E-7	4.0E-7	4.0E-7	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	1.8E-6
ANCYLOSTOMA_CEYLANICUM	M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	4.0E-7
ANDROGEN_INSENSITIVITY	M	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7
ANDROGEN_INSENSITIVITY	F	0.0	0.0	0.0	4.0E-7	0.0	7.0E-7	0.0	4.0E-7	0.0	0.0	0.0	0.0	1.4E-6
ANEMIA	M	3.7E-5	1.32E-5	1.96E-5	4.38E-5	7.59E-5	1.92E-4	3.534E-4	5.133E-4	3.619E-4	8.12E-5	2.5E-6	0.0	0.0016925
ANEMIA	F	3.35E-5	3.42E-5	1.079E-4	2.077E-4	2.985E-4	3.146E-4	5.194E-4	6.295E-4	5.155E-4	1.35E-4	7.8E-6	0.0	0.0028037
ANEMIA_IN_PREGNANCY	M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	4.0E-7
ANEMIA_IN_PREGNANCY	F	0.0	1.1E-6	1.53E-5	1.92E-5	3.6E-6	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	3.92E-5
ANEMIA_OF_CHRONIC_DISEASE	M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	4.0E-7
ANEMIA_OF_CHRONIC_DISEASE	F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7
ANENCEPHALY	M	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	7.0E-7
ANENCEPHALY	F	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	4.0E-7	4.0E-7	0.0	0.0	0.0	1.1E-6
ANESTHESIA	M	0.0	0.0	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	1.1E-6
ANESTHESIA	F	4.0E-7	0.0	0.0	4.0E-7	0.0	0.0	4.0E-7	4.0E-7	4.0E-7	0.0	0.0	0.0	1.4E-6
ANEURYSMAL_BONE_CYST	M	0.0	4.0E-7	4.0E-7	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	1.1E-6
ANEURYSMAL_BONE_CYST	F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0E-7	0.0	0.0	0.0	0.0	7.0E-7
ANGINA	M	0.0	0.0	1.8E-6	1.07E-5	3.56E-5	8.76E-5	1.771E-4	2.123E-4	1.072E-4	2.14E-5	4.0E-7	0.0	6.541E-4
ANGINA	F	4.0E-7	4.0E-7	1.4E-6	8.9E-6	3.85E-5	7.77E-5	1.664E-4	1.988E-4	1.325E-4	2.35E-5	7.0E-7	0.0	6.491E-4
ANGINA_PECTORIS	M	0.0	0.0	1.8E-6	1.07E-5	3.56E-5	8.76E-5	1.771E-4	2.123E-4	1.072E-4	2.14E-5	4.0E-7	0.0	6.541E-4
ANGINA_PECTORIS	F	4.0E-7	4.0E-7	1.4E-6	8.9E-6	3.85E-5	7.77E-5	1.664E-4	1.988E-4	1.325E-4	2.35E-5	7.0E-7	0.0	6.491E-4
ANGIODYSPLASIA	M	4.0E-7	0.0	4.0E-7	4.0E-7	4.0E-7	1.8E-6	5.3E-6	9.3E-6	6.8E-6	7.0E-7	0.0	0.0	2.49E-5
ANGIODYSPLASIA	F	0.0	0.0	4.0E-7	4.0E-7	1.1E-6	2.8E-6	4.6E-6	7.5E-6	3.2E-6	4.0E-7	0.0	0.0	1.96E-5
ANGIOGENESIS	M	0.0	4.0E-7	7.0E-7	7.0E-7	7.0E-7	1.4E-6	2.1E-6	5.7E-6	3.6E-6	1.4E-6	0.0	0.0	1.53E-5
ANGIOGENESIS	F	0.0	0.0	7.0E-7	1.4E-6	1.8E-6	2.1E-6	3.9E-6	8.2E-6	1.0E-5	2.8E-6	0.0	0.0	3.06E-5
ANGIONEUROTIC_EDEMA	M	4.6E-6	5.7E-6	2.8E-6	3.9E-6	3.2E-6	3.9E-6	1.1E-5	1.0E-5	3.9E-6	7.0E-7	0.0	0.0	4.99E-5
ANGIONEUROTIC_EDEMA	F	2.5E-6	3.9E-6	9.3E-6	7.1E-6	1.14E-5	1.03E-5	1.53E-5	1.57E-5	5.7E-6	3.2E-6	0.0	0.0	8.44E-5
ANGIOPATHY	M	0.0	4.0E-7	0.0	0.0	2.5E-6	7.8E-6	2.42E-5	5.98E-5	3.31E-5	4.6E-6	0.0	0.0	1.322E-4
ANGIOPATHY	F	0.0	0.0	0.0	4.0E-7	7.0E-7	5.7E-6	2.1E-5	5.27E-5	3.78E-5	7.1E-6	0.0	0.0	1.254E-4
ANHIDROSIS	M	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	4.0E-7	4.0E-7	0.0	0.0	0.0	1.1E-6
ANHIDROSIS	F	0.0	0.0	0.0	0.0	0.0	4.0E-7	1.4E-6	0.0	0.0	4.0E-7	0.0	0.0	2.1E-6
ANIMAL_BITE	M	4.6E-5	1.89E-5	9.3E-6	7.5E-6	8.2E-6	1.32E-5	1.42E-5	1.46E-5	6.1E-6	0.0	0.0	0.0	1.379E-4
ANIMAL_BITE	F	4.03E-5	1.96E-5	1.03E-5	1.14E-5	2.03E-5	1.85E-5	2.14E-5	1.82E-5	7.5E-6	1.8E-6	0.0	0.0	1.692E-4
ANISEIKONIA	M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7
ANISOCORIA	M	1.1E-6	1.1E-6	7.0E-7	7.0E-7	1.1E-6	4.0E-7	7.0E-7	1.8E-6	1.1E-6	4.0E-7	0.0	0.0	8.9E-6
ANISOCORIA	F	1.4E-6	1.1E-6	7.0E-7	1.8E-6	7.0E-7	7.0E-7	2.1E-6	1.1E-6	1.8E-6	0.0	0.0	0.0	1.14E-5
ANISOMETROPIA	M	2.8E-6	1.8E-6	0.0	4.0E-7	2.5E-6	1.4E-6	2.5E-6	1.1E-6	4.0E-7	4.0E-7	0.0	0.0	1.32E-5
ANISOMETROPIA	F	4.3E-6	3.2E-6	7.0E-7	1.8E-6	1.1E-6	4.0E-7	3.6E-6	4.3E-6	1.8E-6	4.0E-7	0.0	0.0	2.14E-5
ANKLE_SPRAIN	M	8.5E-6	8.69E-5	6.34E-5	4.52E-5	4.17E-5	2.89E-5	2.21E-5	2.24E-5	9.6E-6	1.4E-6	0.0	0.0	3.302E-4
ANKLE_SPRAIN	F	7.8E-6	1.022E-4	5.09E-5	6.09E-5	6.91E-5	8.23E-5	6.63E-5	5.49E-5	2.1E-5	4.3E-6	4.0E-7	0.0	5.201E-4
ANKYLOSING_SPONDYLITIS	M	0.0	4.0E-7	4.0E-7	1.1E-6	3.9E-6	3.6E-6	4.6E-6	2.8E-6	2.1E-6	4.0E-7	0.0	0.0	1.92E-5
ANKYLOSING_SPONDYLITIS	F	0.0	0.0	1.1E-6	2.8E-6	7.0E-7	2.8E-6	4.3E-6	3.6E-6	4.0E-7	1.4E-6	0.0	0.0	1.71E-5
ANKYLOSIS	M	4.0E-7	4.0E-7	4.0E-7	7.0E-7	1.4E-6	2.1E-6	3.2E-6	1.8E-6	7.0E-7	4.0E-7	0.0	0.0	1.0E-5
ANKYLOSIS	F	4.0E-7	4.0E-7	1.1E-6	4.0E-7	2.5E-6	3.9E-6	2.5E-6	1.8E-6	7.0E-7	0.0	0.0	0.0	1.28E-5
ANODONTIA	M	0.0	4.0E-7	0.0	0.0	0.0	4.0E-7	0.0	4.0E-7	0.0	0.0	0.0	0.0	1.1E-6
ANODONTIA	F	0.0	7.0E-7	4.0E-7	0.0	0.0	7.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	1.8E-6
ANOMALY	M	1.78E-5	1.67E-5	2.42E-5	4.06E-5	4.7E-5	5.02E-5	4.88E-5	4.74E-5	1.53E-5	3.9E-6	4.0E-7	0.0	2.946E-4
ANOMALY	F	1.5E-5	3.06E-5	4.27E-5	7.41E-5	4.38E-5	6.06E-5	4.77E-5	3.03E-5	1.78E-5	2.1E-6	4.0E-7	0.0	2.786E-4
ANORECTAL_DISEASE	M	6.8E-6	2.8E-6	5.7E-6	1.28E-5	1.71E-5	1.67E-5	2.1E-5	2.14E-5	9.6E-6	1.1E-6	4.0E-7	0.0	9.76E-5
ANORECTAL_DISEASE	F	6.8E-6	3.2E-6	1.35E-5	1.57E-5	1.6E-5	1.96E-5	1.71E-5	1.64E-5	8.2E-6	3.2E-6	0.0	0.0	1.037E-4
ANOREXIA	M	1.1E-5	3.9E-6	4.6E-6	3.6E-6	4.3E-6	7.8E-6	1.42E-5	3.1E-5	2.78E-5	4.3E-6	0.0	0.0	1.126E-4
ANOREXIA	F	1.0E-5	8.5E-6	8.9E-6	8.9E-6	1.39E-5	1.57E-5	2.81E-5	3.95E-5	5.06E-5	1.99E-5	7.0E-7	0.0	2.048E-4
ANOREXIA_NERVOSA	M	0.0	1.1E-6	4.0E-7	0.0	0.0	4.0E-7	7.0E-7	0.0	4.0E-7	0.0	0.0	0.0	2.8E-6
ANOREXIA_NERVOSA	F	0.0	1.4E-6	3.2E-6	7.0E-7	1.1E-6	7.0E-7	7.0E-7	1.4E-6	1.4E-6	0.0	0.0	0.0	1.07E-5
ANOXIC_ENCEPHALOPATHY	M	4.0E-7	0.0	7.0E-7	4.0E-7	1.1E-6	1.8E-6	2.5E-6	6.8E-6	5.7E-6	4.0E-7	0.0	0.0	1.96E-5
ANOXIC_ENCEPHALOPATHY	F	7.0E-7	4.0E-7	4.0E-7	7.0E-7	1.8E-6	1.8E-6	3.9E-6	4.3E-6	3.6E-6	7.0E-7	0.0	0.0	1.82E-5
ANTERIOR_SYNECHIAE	M	0.0	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7	0.0	4.0E-7	0.0	0.0	0.0	1.1E-6
ANTERIOR_SYNECHIAE	F	0.0	0.0	4.0E-7	0.0	4.0E-7	4.0E-7	4.0E-7	4.0E-7	4.0E-7	4.0E-7	0.0	0.0	2.5E-6
ANTERIOR_UVEITIS	M	7.0E-7	1.8E-6	1.8E-6	2.5E-6	3.9E-6	4.6E-6	6.1E-6	5.7E-6	3.9E-6	4.0E-7	0.0	0.0	2.67E-5
ANTERIOR_UVEITIS	F	1.1E-6	2.5E-6	1.4E-6	3.9E-6	4.6E-6	7.5E-6	7.1E-6	1.03E-5	5.3E-6	7.0E-7	4.0E-7	0.0	3.99E-5
ANTHRAX	M	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	4.0E-7
ANTHRAX	F	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	7.0E-7
ANTIDEPRESSANT	M	0.0	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0E-7
ANTIDEPRESSANT	F	0.0	0.0	0.0	0.0	4.0E-7	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	7.0E-7
ANTIGEN_DESENSITIZATION	M	1.1E-6	3.9E-6	1.8E-6	1.8E-6	1.4E-6	1.1E-6	7.0E-7	7.0E-7	0.0	0.0	0.0	0.0	1.25E-5
ANTIGEN_DESENSITIZATION	F	1.4E-6	2.5E-6	2.8E-6	2.8E-6	1.1E-6	5.7E-6	2.5E-6	1.8E-6	0.0	0.0	0.0	0.0	2.07E-5
ANXIETY	M	1.07E-5	4.84E-5	7.16E-5	1.35E-4	1.738E-4	1.813E-4	1.92E-4	1.689E-4	8.09E-5	1.42E-5	0.0	0.0	0.0010769
ANXIETY	F	8.2E-6	6.66E-5	1.86E-4	2.64E-4	3.452E-4	3.865E-4	4.268E-4	4.154E-4	2.316E-4	3.92E-5	2.1E-6	0.0	0.0023715
ANXIETY_DISORDER	M	5.3E-6	2.53E-5	2.49E-5	4.92E-5	5.41E-5	5.77E-5	4.92E-5	3.42E-5	1.25E-5	1.4E-6	4.0E-7	0.0	3.142E-4
ANXIETY_DISORDER	F	3.6E-6	2.24E-5	7.02E-5	9.16E-5	1.151E-4	1.062E-4	9.87E-5	8.37E-5	4.31E-5	7.1E-6	4.0E-7	0.0	6.42E-4
AORTIC_ANEURYSM	M	4.0E-7	7.0E-7	0.0	2.5E-6	1.4E-6	4.6E-6	2.24E-5	3.85E-5	1.71E-5	2.1E-6	0.0	0.0	8.98E-5
AORTIC_ANEURYSM	F	0.0	0.0	4.0E-7	4.0E-7	1.4E-6	5.7E-6	1.1E-5	2.07E-5	1.78E-5	3.6E-6	0.0	0.0	6.09E-5
AORTIC_INSUFFICIENCY	M	4.6E-6	5.7E-6	1.1E-6	2.8E-6	2.5E-6	9.3E-6	2.42E-5	3.06E-5	2.42E-5	4.6E-6	0.0	0.0	9.94E-5
AORTIC_INSUFFICIENCY	F	1.4E-6	2.1E-6	1.4E-6	2.8E-6	3.9E-6	1.1E-5	2.35E-5	3.28E-5	3.6E-5	6.8E-6	4.0E-7	0.0	1.186E-4
AORTIC_SUPRAVALVULAR_STENOSIS	M	7.0E-7	1.1E-6	0.0	0.0	0.0	7.0E-7	2.5E-6	6.4E-6	6.4E-6	1.8E-6	0.0	0.0	1.96E-5
AORTIC_SUPRAVALVULAR_STENOSIS	F	0.0	0.0	0.0	0.0	4.0E-7	1.1E-6	1.8E-6	5.3E-6	7.8E-6	2.1E-6	0.0	0.0	1.85E-5
AORTIC_VALVE_DISEASE	M	4.6E-6	5.7E-6	2.8E-6	5.0E-6	1.03E-5	2.81E-5	9.26E-5	1.942E-4	1.582E-4	3.24E-5	0.0	0.0	5.283E-4
AORTIC_VALVE_DISEASE	F	1.4E-6	2.1E-6	2.5E-6	4.3E-6	1.28E-5	3.63E-5	1.072E-4	1.731E-4	1.699E-4	4.52E-5	7.0E-7	0.0	5.536E-4
AORTIC_VALVULAR_STENOSIS	M	2.1E-6	3.9E-6	7.0E-7	4.0E-7	0.0	1.4E-6	2.5E-6	4.6E-6	9.3E-6	1.8E-6	0.0	0.0	1.92E-5
AORTIC_VALVULAR_STENOSIS	F	4.0E-7	1.1E-6	0.0	4.0E-7	7.0E-7	3.2E-6	3.6E-6	3.9E-6	1.28E-5	1.8E-6	0.0	0.0	2.56E-5
APHAKIA	M	4.0E-7	4.0E-7	0.0	4.0E-7	7.0E-7	1.8E-6	5.7E-6	1.21E-5	8.9E-6	2.1E-6	0.0	0.0	3.24E-5
APHAKIA	F	7.0E-7	7.0E-7	0.0	4.0E-7	4.0E-7	1.4E-6	8.2E-6	1.64E-5	1.35E-5	2.5E-6	4.0E-7	0.0	4.45E-5
APHASIA	M	7.0E-7	4.0E-7	1.1E-6	7.0E-7	2.8E-6	6.8E-6	1.28E-5	2.1E-5	1.1E-5	3.2E-6	0.0	0.0	6.06E-5
APHASIA	F	1.1E-6	1.1E-6	1.4E-6	1.1E-6	2.8E-6	2.8E-6	1.1E-5	1.64E-5	2.81E-5	5.7E-6	0.0	0.0	7.16E-5
APHONIA	M	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	1.8E-6	0.0	0.0	0.0	0.0	2.1E-6
APHONIA	F	0.0	0.0	4.0E-7	7.0E-7	4.0E-7	1.1E-6	4.0E-7	1.4E-6	4.0E-7	0.0	0.0	0.0	4.6E-6
APHTHOUS_STOMATITIS	M	4.3E-6	7.5E-6	3.9E-6	4.6E-6	5.7E-6	4.6E-6	6.4E-6	2.5E-6	1.4E-6	4.0E-7	0.0	0.0	4.13E-5
APHTHOUS_STOMATITIS	F	6.1E-6	6.4E-6	8.9E-6	1.03E-5	1.18E-5	9.6E-6	1.57E-5	1.03E-5	3.2E-6	1.1E-6	0.0	0.0	8.34E-5
APLASIA	M	0.0	0.0	0.0	0.0	4.0E-7	7.0E-7	0.0	7.0E-7	1.1E-6	4.0E-7	0.0	0.0	3.2E-6
APLASIA	F	0.0	0.0	0.0	0.0	0.0	0.0	7.0E-7	7.0E-7	7.0E-7	0.0	0.0	0.0	2.1E-6
APLASTIC_ANEMIA	M	4.0E-7	4.0E-7	4.0E-7	4.0E-7	1.1E-6	2.8E-6	3.9E-6	8.5E-6	3.6E-6	1.4E-6	0.0	0.0	2.07E-5
APLASTIC_ANEMIA	F	0.0	0.0	4.0E-7	7.0E-7	1.1E-6	2.8E-6	6.1E-6	5.7E-6	5.3E-6	7.0E-7	4.0E-7	0.0	2.24E-5
APNEA	M	1.35E-5	7.8E-6	1.6E-5	6.55E-5	1.45E-4	2.009E-4	2.547E-4	1.635E-4	4.56E-5	3.2E-6	0.0	0.0	9.141E-4
APNEA	F	1.18E-5	7.5E-6	1.14E-5	4.13E-5	9.08E-5	1.575E-4	1.856E-4	1.14E-4	2.92E-5	2.5E-6	0.0	0.0	6.516E-4
APPENDICITIS	M	2.1E-6	1.21E-5	1.0E-5	9.3E-6	1.32E-5	6.4E-6	5.7E-6	3.6E-6	2.1E-6	4.0E-7	0.0	0.0	6.48E-5
APPENDICITIS	F	1.1E-6	7.5E-6	1.0E-5	1.03E-5	7.8E-6	7.5E-6	7.1E-6	3.6E-6	1.4E-6	4.0E-7	0.0	0.0	5.59E-5
ARGYL_ROBERTSON_PUPIL	M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	4.0E-7
ARGYL_ROBERTSON_PUPIL	F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	4.0E-7
ARM	M	1.4E-6	3.2E-6	0.0	1.1E-6	4.0E-7	1.1E-6	7.0E-7	2.1E-6	4.0E-7	0.0	0.0	0.0	1.03E-5
ARM	F	1.1E-6	1.1E-6	0.0	0.0	7.0E-7	1.4E-6	2.8E-6	2.1E-6	1.1E-6	4.0E-7	0.0	0.0	1.07E-5
AROUSAL	M	2.5E-6	1.4E-6	1.1E-6	3.6E-6	3.2E-6	8.9E-6	7.5E-6	5.0E-6	2.1E-6	0.0	0.0	0.0	3.42E-5
AROUSAL	F	2.1E-6	1.1E-6	4.0E-7	2.8E-6	3.2E-6	4.6E-6	3.6E-6	3.2E-6	1.4E-6	1.1E-6	0.0	0.0	1.96E-5
ARSENIC_POISONING	M	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	7.0E-7
ARSENIC_POISONING	F	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7
ARTERIAL_BLOOD_GAS	M	7.0E-7	0.0	0.0	1.1E-6	4.0E-7	2.1E-6	3.9E-6	3.9E-6	2.5E-6	7.0E-7	0.0	0.0	1.53E-5
ARTERIAL_BLOOD_GAS	F	0.0	4.0E-7	0.0	0.0	4.0E-7	3.2E-6	5.0E-6	5.0E-6	1.1E-6	1.8E-6	0.0	0.0	1.67E-5
ARTERIAL_DISSECTION	M	0.0	0.0	0.0	7.0E-7	7.0E-7	1.4E-6	3.2E-6	4.3E-6	2.5E-6	4.0E-7	0.0	0.0	1.1E-5
ARTERIAL_DISSECTION	F	0.0	0.0	0.0	4.0E-7	7.0E-7	1.1E-6	2.5E-6	2.8E-6	3.2E-6	0.0	0.0	0.0	8.5E-6
ARTERIAL_THROMBOEMBOLISM	M	0.0	0.0	0.0	0.0	4.0E-7	2.1E-6	4.3E-6	8.9E-6	2.5E-6	4.0E-7	0.0	0.0	1.85E-5
ARTERIAL_THROMBOEMBOLISM	F	0.0	0.0	0.0	0.0	0.0	4.0E-7	4.3E-6	3.6E-6	2.8E-6	1.1E-6	0.0	0.0	1.21E-5
ARTERIAL/ARTERIOLAR/CAPILLARY_DISEASE	M	1.4E-6	1.4E-6	1.8E-6	1.07E-5	6.41E-5	2.547E-4	5.885E-4	7.413E-4	3.979E-4	7.23E-5	1.1E-6	0.0	0.0021204
ARTERIAL/ARTERIOLAR/CAPILLARY_DISEASE	F	1.4E-6	1.4E-6	3.9E-6	8.9E-6	4.13E-5	1.347E-4	3.602E-4	5.041E-4	3.434E-4	8.62E-5	3.6E-6	0.0	0.0014745
ARTERIOVENOUS_FISTULA	M	0.0	0.0	0.0	4.0E-7	4.0E-7	1.1E-6	4.0E-7	1.4E-6	1.1E-6	0.0	0.0	0.0	4.6E-6
ARTERIOVENOUS_FISTULA	F	0.0	0.0	0.0	4.0E-7	0.0	0.0	2.8E-6	7.0E-7	1.1E-6	4.0E-7	0.0	0.0	5.0E-6
ARTERITIS	M	0.0	0.0	4.0E-7	1.1E-6	1.4E-6	3.9E-6	5.3E-6	6.1E-6	3.2E-6	0.0	0.0	0.0	2.14E-5
