symptom	name	labs	labNames
PSEUDOHYPONATREMIA	pseudohyponatremia	(SODIUM_IN_SERUM TRIGLYCERIDE_IN_SERUM PROTEIN_TOTAL_IN_SERUM SERUM_OSMOLALITY)	(sodium (Na+) in serum triglyceride in serum protein (total) in serum serum osmolality)
MACROAMYLASEMIA	macroamylasemia	(AMYLASE_IN_SERUM AMYLASE_IN_URINE)	(amylase in serum amylase in urine)
DICARBOXYLICAMINO_ACIDURIA	dicarboxylicamino aciduria; glutamate-aspartate transport defect	(PROLINE_IN_SERUM/PLASMA URINALYSIS)	(proline in serum/plasma urinalysis (UA))
HYPERCATABOLIC_HYPOPROTEINEMIA	hypercatabolic hypoproteinemia	(IMMUNOGLOBULIN_IN_SERUM ALBUMIN_IN_SERUM)	(immunoglobulin in serum albumin in serum)
ENDOSTEAL_HYPEROSTOSIS_WORTH_TYPE	endosteal hyperostosis Worth type; autosomal dominant osteosclerosis (WENHY)	(CALCIUM_IN_SERUM/PLASMA)	(calcium (Ca+2) in serum/plasma/blood)
CSF_OTORRHEA	CSF otorrhea	(GLUCOSE_IN_BODY_FLUID BETA_2_TRANSFERRIN_IN_BODY_FLUID)	(glucose in body fluid beta-2 transferrin in body fluid)
PSYCHOSIS&AGITATION_IN_THE_ELDERLY	psychosis, agitation & difficult behavior in the elderly	(CHEMISTRY_7_PANEL URINALYSIS)	(chemistry 7 panel (Chem-7 SMA7) urinalysis (UA))
ABSORPTIVE_HYPERCALCIURIA	absorptive hypercalciuria	(CALCIUM_IN_SERUM/PLASMA)	(calcium (Ca+2) in serum/plasma/blood)
PALMOPLANTAR_KERATODERMA	palmoplantar keratoderma	(SWEAT_CHLORIDE)	(chloride (Cl-) in sweat)
SPLENOMEGALY	splenomegaly	(COMPLETE_BLOOD_COUNT PERIPHERAL_BLOOD_SMEAR PLATELET_COUNT BONE_MARROW_ASPIRATE CHEMISTRY_PANEL LIVER_FUNCTION_TEST RENAL_FUNCTION_TEST)	(complete blood count (CBC) peripheral blood smear platelet count bone marrow aspirate chemistry panel liver (function) tests (LFT, liver panel, hepatic function panel) renal function tests; renal function panel)
ERYTHEMA_NODOSUM	erythema nodosum (septal panniculitis)	(CULTURE_FOR_BETA_HEMOLYTIC_STREPTOCOCCUS THROAT_CULTURE STOOL_CULTURE SEROLOGY COMPLETE_BLOOD_COUNT)	(culture for beta-hemolytic Streptococcus throat culture culture of stool for enteric pathogens serology complete blood count (CBC))
ACTH_DEFICIENCY	ACTH deficiency (central adrenal insufficiency)	(CORTISOL_IN_SERUM DEHYDROEPIANDROSTERONE_IN_SERUM DEHYDROEPIANDROSTERONE_SULFATE_IN_SERUM/PLASMA ALDOSTERONE_IN_SERUM)	(cortisol in serum dehydroepiandrosterone (DHEA) in serum dehydroepiandrosterone (DHEA) sulfate in serum/plasma aldosterone in serum/plasma)
LHRH_DEFICIENCY	LHRH deficiency (gonadotropin-releasing hormone deficiency)	(TESTOSTERONE_IN_SERUM FOLLICLE_STIMULATING_HORMONE_IN_SERUM)	(testosterone in serum follicle-stimulating hormone (FSH) in serum)
HYPOSOMATOTROPISM	hyposomatotropism (growth hormone deficiency)	(IGF1_IN_SERUM GROWTH_HORMONE_STIMULATION_TEST)	(insulin-like growth factor (IGF)-1 or somatomedin C in serum growth hormone (GH) stimulation test)
HEREDITARY_METHEMOGLOBINEMIA	hereditary methemoglobinemia	(METHEMOGLOBIN_IN_BLOOD)	(methemoglobin in blood)
CSF_RHINORRHEA	cerebrospinal fluid (CSF) rhinorrhea	(BETA_2_TRANSFERRIN_IN_BODY_FLUID CEREBROSPINAL_FLUID_PROTEIN_ELECTROPHORESIS)	(beta-2 transferrin in body fluid cerebrospinal fluid (CSF) protein electrophoresis)
ACTINIC_PRURIGO	actinic prurigo; hydroa estivale; Hutchinson's summer prurigo	(NUCLEAR_ANTIBODY_IN_BODY_FLUID)	(nuclear antibody in body fluid)
HYPOTHALAMIC_AMENORRHEA	hypothalamic amenorrhea	(GONADOTROPINS_IN_SERUM GONADOTROPIN_RELEASING_HORMONE_IN_SERUM/PLASMA)	(gonadotropins in serum gonadotropin releasing hormone (GNRH) in serum/plasma)
PREMATURE_OVARIAN_FAILURE	premature ovarian failure (premenopausal anovulation)	(FOLLICLE_STIMULATING_HORMONE_IN_SERUM ESTRADIOL_IN_SERUM)	(follicle-stimulating hormone (FSH) in serum estradiol in serum)
MARCH_HEMOGLOBINURIA	march hemoglobinuria	(COMPLETE_BLOOD_COUNT PERIPHERAL_BLOOD_SMEAR PLATELET_COUNT)	(complete blood count (CBC) peripheral blood smear platelet count)
BLACKWATER_FEVER	blackwater fever (malarial hemoglobinuria)	(PERIPHERAL_BLOOD_SMEAR)	(peripheral blood smear)
COLD_INJURY_SYNDROME	cold injury syndrome	(COMPLETE_BLOOD_COUNT D_DIMER_IN_PLASMA)	(complete blood count (CBC) D-dimer in plasma (SimpliRED))
NONALLERGIC_VASOMOTOR_RHINITIS	nonallergic vasomotor rhinitis	(IGE_IN_SERUM)	(IgE in serum)
INTRAHEPATIC_CHOLESTASIS_OF_PREGNANCY	intrahepatic cholestasis of pregnancy (obstetric cholestasis)	(BILE_ACIDS_IN_SERUM BILIRUBIN_TOTAL_IN_SERUM ALKALINE_PHOSPHATASE_IN_SERUM ASPARTATE_AMINOTRANSFERASE_IN_SERUM ALANINE_AMINOTRANSFERASE_IN_SERUM)	(bile acids in serum bilirubin (total) in serum (TBIL) alkaline phosphatase (ALP) in serum aspartate aminotransferase (AST) in serum (SGOT) alanine aminotransferase (ALT) in serum (SGPT))
BENIGN_RECURRENT_INTRAHEPATIC_CHOLESTASIS	benign recurrent intrahepatic cholestasis (BRIC, Summerskill syndrome)	(LIVER_FUNCTION_TEST)	(liver (function) tests (LFT, liver panel, hepatic function panel))
PYROSIS	pyrosis (heartburn)	(NEGATIVE_LOG_H+_CONCENTRATION)	(- logarithm[10] H+ concentration (pH))
FUNCTIONAL_DYSPEPSIA	functional dyspepsia	(SEROLOGY)	(serology)
MICROALBUMINURIA	microalbuminuria	(ALBUMIN/CREATININE_IN_URINE CREATININE_IN_URINE)	(albumin/creatinine in urine creatinine in urine)
HYPERTENSION&PROTEINURIA	hypertension & proteinuria	(PROTEIN_IN_URINE CREATININE_IN_SERUM/PLASMA)	(protein in urine creatinine in serum/plasma)
SYDENHAM_CHOREA	Sydenham chorea (Saint Vitus dance)	(CELL_COUNT)	(cell count)
FEBRILE_NEUTROPENIA	febrile neutropenia	(COMPLETE_BLOOD_COUNT NEUTROPHIL_COUNT CEREBROSPINAL_FLUID_ANALYSIS)	(complete blood count (CBC) neutrophil count cerebrospinal fluid analysis)
NEUROGENIC_PRURITIS	neurogenic pruritis	(COMPLETE_BLOOD_COUNT THYROID_FUNCTION_TEST FERRITIN_IN_SERUM/PLASMA IRON_IN_SERUM IRON_BINDING_CAPACITY_IN_SERUM LIVER_FUNCTION_TEST ASPARTATE_AMINOTRANSFERASE_IN_SERUM ALANINE_AMINOTRANSFERASE_IN_SERUM ALKALINE_PHOSPHATASE_IN_SERUM BILIRUBIN_TOTAL_IN_SERUM GAMMA_GLUTAMYLTRANSFERASE_IN_SERUM BILE_ACIDS_IN_SERUM RENAL_FUNCTION_TEST CREATININE_IN_SERUM/PLASMA UREA_NITROGEN_IN_SERUM/PLASMA SERUM_PROTEIN_ELECTROPHORESIS)	(complete blood count (CBC) thyroid function test ferritin in serum/plasma iron (Fe+2/Fe+3) in serum iron-binding capacity in serum (TIBC) liver (function) tests (LFT, liver panel, hepatic function panel) aspartate aminotransferase (AST) in serum (SGOT) alanine aminotransferase (ALT) in serum (SGPT) alkaline phosphatase (ALP) in serum bilirubin (total) in serum (TBIL) gamma-glutamyltransferase (GGT) in serum bile acids in serum renal function tests; renal function panel creatinine in serum/plasma urea nitrogen in serum/plasma serum protein electrophoresis (SPE))
VULVAR_PRURITIS	vulvar pruritis	(URINE_CULTURE URINALYSIS COMPLETE_BLOOD_COUNT SCOTCH_TAPE_TEST CHEMISTRY_PANEL LIVER_FUNCTION_TEST)	(urine culture urinalysis (UA) complete blood count (CBC) scotch tape test; pinworm prep; Enterobius vermicularis in tissue chemistry panel liver (function) tests (LFT, liver panel, hepatic function panel))
HIRSUTISM	hirsutism	(DEHYDROEPIANDROSTERONE_SULFATE_IN_SERUM/PLASMA TESTOSTERONE_IN_SERUM DEHYDROEPIANDROSTERONE_IN_SERUM URINARY_FREE_CORTISOL ANDROSTENEDIONE_IN_SERUM FOLLICLE_STIMULATING_HORMONE_IN_SERUM PROLACTIN_IN_SERUM)	(dehydroepiandrosterone (DHEA) sulfate in serum/plasma testosterone in serum dehydroepiandrosterone (DHEA) in serum urinary free cortisol androstenedione in serum follicle-stimulating hormone (FSH) in serum prolactin in serum)
TUBERCULOUS_PLEURAL_EFFUSION	tuberculous pleural effusion	(ADENOSINE_DEAMINASE_IN_PLEURAL_FLUID)	(adenosine deaminase in pleural fluid)
PARAPNEUMONIC_EFFUSION	parapneumonic effusion (pleural empyema)	(WHITE_BLOOD_CELL_COUNT PH_IN_PLEURAL_FLUID GLUCOSE_IN_PLEURAL_FLUID GLUCOSE_IN_SERUM/PLASMA CULTURE)	(white blood cell count (WBC with WBC differential) pH in pleural fluid glucose in pleural fluid glucose in serum/plasma culture)
CHYLOUS_PLEURAL_EFFUSION	chylous pleural effusion	(TRIGLYCERIDE_IN_PLEURAL_FLUID)	(triglyceride in pleural fluid)
LACTOSE_INTOLERANCE	lactose intolerance (milk intolerance)	(BREATH_TEST ANION_GAP NEGATIVE_LOG_H+_CONCENTRATION)	(breath test anion gap - logarithm[10] H+ concentration (pH))
TROPICAL_SPRUE	tropical sprue	(COMPLETE_BLOOD_COUNT FOLATE_IN_SERUM/PLASMA VITAMIN_B12_IN_SERUM/PLASMA)	(complete blood count (CBC) folate in serum/plasma vitamin B12 in serum/plasma)
STEATORRHEA	steatorrhea	(CAROTENE_IN_SERUM FAT_IN_FECES)	(carotene in serum fat in feces)
ERYSIPELAS	erysipelas	(COMPLETE_BLOOD_COUNT CULTURE)	(complete blood count (CBC) culture)
ATTENTION_DEFICIT_HYPERACTIVITY_DISORDER	attention-deficit hyperactivity disorder (ADHD)	(FERRITIN_IN_SERUM/PLASMA IRON_IN_SERUM)	(ferritin in serum/plasma iron (Fe+2/Fe+3) in serum)
PLATYPNEA	platypnea	(ARTERIAL_BLOOD_GAS PULSE_OXIMETRY)	(arterial blood gas (ABG) pulse oximetry)
PANCREATIC_ASCITES	pancreatic ascites	(ASCITIC_FLUID_ANALYSIS WHITE_BLOOD_CELL_COUNT RED_BLOOD_CELL_COUNT CYTOLOGY CULTURE)	(ascitic fluid analysis white blood cell count (WBC with WBC differential) red blood cell count (RBC) cytology culture)
NEUROGENIC_BLADDER	neurogenic bladder	(CREATININE_IN_SERUM/PLASMA)	(creatinine in serum/plasma)
INSOMNIA	insomnia	(URINE_TOXICOLOGY LIVER_FUNCTION_TEST)	(urine toxicology liver (function) tests (LFT, liver panel, hepatic function panel))
HYPERSOMNIA	hypersomnia (hypersomnolence, excessive sleepiness)	(COMPLETE_BLOOD_COUNT THYROID_FUNCTION_TEST)	(complete blood count (CBC) thyroid function test)
NARCOLEPSY	narcolepsy	(THYROID_FUNCTION_TEST)	(thyroid function test)
FIBROMYALGIA_SYNDROME	fibromyalgia syndrome (fibromyositis, fibrositis)	(COMPLETE_BLOOD_COUNT CD4/CD8_RATIO GROWTH_HORMONE_IN_SERUM ERYTHROCYTE_SEDIMENTATION_RATE THYROID_FUNCTION_TEST CREATINE_KINASE_IN_SERUM ELECTROLYTES_IN_SERUM CREATININE_IN_SERUM/PLASMA PHOSPHORUS_IN_SERUM CALCIUM_IN_SERUM/PLASMA)	(complete blood count (CBC) CD4/CD8 ratio growth hormone (somatotropin) in serum erythrocyte sedimentation rate (ESR) thyroid function test creatine kinase (CK) in serum electrolytes in serum creatinine in serum/plasma phosphorus (inorganic phosphate) in serum calcium (Ca+2) in serum/plasma/blood)
RESTLESS_LEGS_SYNDROME	restless legs syndrome (RLS)	(FOLATE_IN_SERUM/PLASMA COMPLETE_BLOOD_COUNT IRON_STUDIES FERRITIN_IN_SERUM/PLASMA IRON_IN_SERUM IRON_BINDING_CAPACITY_IN_SERUM CHEMISTRY_PANEL UREA_NITROGEN_IN_SERUM/PLASMA CREATININE_IN_SERUM/PLASMA BICARBONATE_IN_SERUM)	(folate in serum/plasma complete blood count (CBC) iron studies ferritin in serum/plasma iron (Fe+2/Fe+3) in serum iron-binding capacity in serum (TIBC) chemistry panel urea nitrogen in serum/plasma creatinine in serum/plasma bicarbonate (HCO3-) in serum)
VERTIGO	vertigo	(THYROID_FUNCTION_TEST SEROLOGY LIPID_PANEL VITAMIN_B12_IN_SERUM/PLASMA)	(thyroid function test serology lipid panel (fasting lipid panel, FLP) vitamin B12 in serum/plasma)
DISEQUILIBRIUM_IN_THE_ELDERLY	disequilibrium in the elderly	(VITAMIN_B12_IN_SERUM/PLASMA FOLATE_IN_SERUM/PLASMA SEROLOGY THYROID_FUNCTION_TEST)	(vitamin B12 in serum/plasma folate in serum/plasma serology thyroid function test)
CANCER_ASSOCIATED_RETINOPATHY_SYNDROME	cancer-associated retinopathy syndrome (CAR)	(ANTI_CAR_ANTIBODY)	(anti-Car (recoverin) antibody)
CUTANEOUS_ULCER	cutaneous ulcer	(COMPLETE_BLOOD_COUNT GLUCOSE_IN_SERUM/PLASMA ALBUMIN_IN_SERUM IRON_BINDING_CAPACITY_IN_SERUM IRON_IN_SERUM SEROLOGY NUCLEAR_ANTIBODY_IN_BODY_FLUID ANTINUCLEAR_ANTIBODY_IN_SERUM RHEUMATOID_FACTOR HEPATITIS_B_SEROLOGY ANTI_PHOSPHOLIPID_ANTIBODY PROTEIN_TOTAL_IN_SERUM SERUM_PROTEIN_ELECTROPHORESIS)	(complete blood count (CBC) glucose in serum/plasma albumin in serum iron-binding capacity in serum (TIBC) iron (Fe+2/Fe+3) in serum serology nuclear antibody in body fluid anti-nuclear antibody (ANA) in serum rheumatoid factor (RF) hepatitis B virus (HBV) serology anti-phospholipid antibody protein (total) in serum serum protein electrophoresis (SPE))
GENITAL_ULCER	genital ulcer	(SEROLOGY CULTURE)	(serology culture)
ACUTE_DIARRHEA	acute diarrhea	(WHITE_BLOOD_CELL_COUNT FECAL_LEUKOCYTES STOOL_CULTURE OVA&PARASITES ELECTROLYTE_PANEL STOOL_OSMOLALITY SERUM_OSMOLAL_GAP OSMOLALITY BLOOD_CULTURE CULTURE)	(white blood cell count (WBC with WBC differential) fecal leukocytes culture of stool for enteric pathogens ova & parasites (O & P) electrolyte panel stool osmolality serum osmolal gap osmolality (Osm) blood culture culture)
CHRONIC_DIARRHEA	chronic diarrhea	(LACTOSE_TOLERANCE_TEST PROTEIN_TOTAL_IN_SERUM IRON_IN_SERUM COMPLETE_BLOOD_COUNT EOSINOPHILS_IN_BLOOD ELECTROLYTE_PANEL STOOL_OSMOLALITY PH_IN_STOOL SERUM_OSMOLAL_GAP OSMOLALITY GASTRIN_IN_SERUM GLUCOSE_CHALLENGE_TEST PROTHROMBIN_TIME ERYTHROCYTE_SEDIMENTATION_RATE SECRETIN_STIMULATION_TEST)	(lactose tolerance test protein (total) in serum iron (Fe+2/Fe+3) in serum complete blood count (CBC) eosinophils in blood electrolyte panel stool osmolality pH in stool serum osmolal gap osmolality (Osm) gastrin in serum glucose challenge (tolerance) test prothrombin time (PT) erythrocyte sedimentation rate (ESR) secretin stimulation test)
TRAVELER^S_DIARRHEA	traveler's diarrhea	(STOOL_CULTURE)	(culture of stool for enteric pathogens)
DIARRHEA_IN_PATIENTS_WITH_AIDS	diarrhea in patients with AIDS	(STOOL_CULTURE OVA&PARASITES MYCOBACTERIAL_CULTURE CULTURE ELECTRON_MICROSCOPY)	(culture of stool for enteric pathogens ova & parasites (O & P) Mycobacterium & acid-fast bacterium (AFB) culture culture electron microscopy (EM))
OSMOTIC_DIARRHEA	osmotic diarrhea	(OSMOLALITY)	(osmolality (Osm))
SECRETORY_DIARRHEA	secretory diarrhea	(OSMOLALITY)	(osmolality (Osm))
FECAL_IMPACTATION	fecal impactation	(STOOL_GUAIAC SODIUM_IN_SERUM POTASSIUM_IN_SERUM UREA_NITROGEN_IN_SERUM/PLASMA CREATININE_IN_SERUM/PLASMA BUN/CREATININE_RATIO UREA_NITROGEN_IN_BLOOD WHITE_BLOOD_CELL_COUNT)	(stool guaiac sodium (Na+) in serum potassium (K+) in serum/plasma urea nitrogen in serum/plasma creatinine in serum/plasma urea nitrogen (BUN)/creatinine ratio urea nitrogen in blood; blood urea nitrogen (BUN) white blood cell count (WBC with WBC differential))
PULMONARY_INFILTRATE_IN_IMMUNOCOMPROMISED_HOST	pulmonary infiltrate in immunocompromised host	(BLOOD_CULTURE ARTERIAL_BLOOD_GAS)	(blood culture arterial blood gas (ABG))
HEPARIN_NECROSIS	heparin necrosis	(CLINICAL_COAGULATION_TEST PLATELET_COUNT)	(clinical coagulation test platelet count)
TELOGEN_EFFLUVIUM	telogen effluvium	(TRANSFERRIN_SATURATION_IN_SERUM/PLASMA IRON_STUDIES IRON_IN_SERUM IRON_BINDING_CAPACITY_IN_SERUM SEROLOGY NUCLEAR_ANTIBODY_IN_BODY_FLUID ANTINUCLEAR_ANTIBODY_IN_SERUM RAPID_PLASMA_REAGIN)	(transferrin saturation in serum/plasma iron studies iron (Fe+2/Fe+3) in serum iron-binding capacity in serum (TIBC) serology nuclear antibody in body fluid anti-nuclear antibody (ANA) in serum rapid plasma reagin (RPR))
RESPIRATORY_ALKALOSIS	respiratory alkalosis	(ARTERIAL_BLOOD_GAS NEGATIVE_LOG_H+_CONCENTRATION ANION_GAP PARTIAL_PRESSURE_OF_CARBON_DIOXIDE_IN_ARTERIAL_BLOOD PARTIAL_PRESSURE_OF_CARBON_DIOXIDE)	(arterial blood gas (ABG) - logarithm[10] H+ concentration (pH) anion gap partial pressure of carbon dioxide (paCO2) in arterial blood partial pressure of carbon dioxide (pCO2))
METABOLIC_ACIDOSIS	metabolic acidosis	(ARTERIAL_BLOOD_GAS NEGATIVE_LOG_H+_CONCENTRATION PARTIAL_PRESSURE_OF_CARBON_DIOXIDE ELECTROLYTE_PANEL BICARBONATE_IN_SERUM CHLORIDE_IN_SERUM POTASSIUM_IN_SERUM KETONE_BODIES_IN_SERUM/PLASMA LACTATE_IN_SERUM/PLASMA CREATININE_IN_SERUM/PLASMA SERUM_OSMOLAL_GAP OSMOLALITY ETHANOL_IN_SERUM/PLASMA/BLOOD AMMONIA_IN_URINE URINARY_ANION_GAP POTASSIUM_IN_URINE CHLORIDE_IN_URINE SODIUM_IN_URINE ANION_GAP COMPLETE_BLOOD_COUNT)	(arterial blood gas (ABG) - logarithm[10] H+ concentration (pH) partial pressure of carbon dioxide (pCO2) electrolyte panel bicarbonate (HCO3-) in serum chloride (Cl-) in serum potassium (K+) in serum/plasma ketone bodies in serum/plasma lactate in serum/plasma creatinine in serum/plasma serum osmolal gap osmolality (Osm) ethanol in serum/plasma/blood ammonia in urine urinary anion gap potassium (K+) in urine chloride (Cl-) in urine sodium (Na+) in urine anion gap complete blood count (CBC))
RESPIRATORY_ACIDOSIS	respiratory acidosis	(ARTERIAL_BLOOD_GAS NEGATIVE_LOG_H+_CONCENTRATION BICARBONATE_IN_SERUM PARTIAL_PRESSURE_OF_CARBON_DIOXIDE_IN_ARTERIAL_BLOOD PARTIAL_PRESSURE_OF_CARBON_DIOXIDE)	(arterial blood gas (ABG) - logarithm[10] H+ concentration (pH) bicarbonate (HCO3-) in serum partial pressure of carbon dioxide (paCO2) in arterial blood partial pressure of carbon dioxide (pCO2))
SYNDROME_OF_INAPPROPRIATE_ANTIDIURETIC_HORMONE	syndrome of inappropriate antidiuretic hormone; SIADH; nephrogenic syndrome of inappropriate antidiuresis; NSIAD	(THYROID_FUNCTION_TEST CREATININE_IN_SERUM/PLASMA GLUCOSE_IN_SERUM/PLASMA POTASSIUM_IN_SERUM THYROID_STIMULATING_HORMONE_IN_SERUM CHLORIDE_IN_SERUM SODIUM_IN_SERUM UREA_NITROGEN_IN_SERUM/PLASMA URIC_ACID_IN_SERUM URINE_CHEMISTRY_TEST SERUM_OSMOLALITY URINE_OSMOLALITY SODIUM_IN_URINE FRACTIONAL_EXCRETION_OF_SODIUM FRACTIONAL_EXCRETION_OF_UREA)	(thyroid function test creatinine in serum/plasma glucose in serum/plasma potassium (K+) in serum/plasma thyroid-stimulating hormone (TSH) in serum; thyrotropin in serum chloride (Cl-) in serum sodium (Na+) in serum urea nitrogen in serum/plasma uric acid in serum urine chemistry test serum osmolality urine osmolality sodium (Na+) in urine fractional excretion of sodium (FENA) fractional excretion of urea)
ERECTILE_DYSFUNCTION	erectile dysfunction (ED)	(TESTOSTERONE_IN_SERUM)	(testosterone in serum)
FEVER	fever	(COMPLETE_BLOOD_COUNT URINALYSIS CULTURE BLOOD_CULTURE BAND_NEUTROPHIL_COUNT WHITE_BLOOD_CELL_COUNT UREA_NITROGEN_IN_SERUM/PLASMA CREATININE_IN_SERUM/PLASMA GLUCOSE_IN_SERUM/PLASMA CHEMISTRY_7_PANEL ELECTROLYTE_PANEL LIVER_FUNCTION_TEST CREATINE_KINASE_IN_SERUM CEREBROSPINAL_FLUID_ANALYSIS)	(complete blood count (CBC) urinalysis (UA) culture blood culture band neutrophil count white blood cell count (WBC with WBC differential) urea nitrogen in serum/plasma creatinine in serum/plasma glucose in serum/plasma chemistry 7 panel (Chem-7 SMA7) electrolyte panel liver (function) tests (LFT, liver panel, hepatic function panel) creatine kinase (CK) in serum cerebrospinal fluid analysis)
ORTHOSTATIC_HYPOTENSION	orthostatic hypotension (postural tachycardia syndrome, POTS, Bradbury-Eggleston Syndrome)	(NOREPINEPHRINE_IN_PLASMA)	(norepinephrine in plasma)
SHOCK	shock	(COMPLETE_BLOOD_COUNT HEMATOCRIT TOXIC_GRANULATION CLINICAL_COAGULATION_TEST PROTHROMBIN_TIME PARTIAL_THROMBOPLASTIN_TIME D_DIMER_IN_PLASMA FIBRINOGEN_IN_PLASMA ARTERIAL_BLOOD_GAS BLOOD_CULTURE URINALYSIS ELECTROLYTE_PANEL CALCIUM_IN_SERUM/PLASMA MAGNESIUM_IN_SERUM GLUCOSE_IN_SERUM/PLASMA CREATINE_KINASE_MB_IN_SERUM LACTATE_DEHYDROGENASE_IN_SERUM TROPONIN_I_IN_SERUM AMYLASE_IN_SERUM LIPASE_IN_SERUM RENAL_FUNCTION_TEST LIVER_FUNCTION_TEST PHOSPHORUS_IN_SERUM CORTISOL_IN_SERUM)	(complete blood count (CBC) hematocrit (Hct) of blood toxic granulation clinical coagulation test prothrombin time (PT) partial thromboplastin time (PTT) D-dimer in plasma (SimpliRED) fibrinogen in plasma arterial blood gas (ABG) blood culture urinalysis (UA) electrolyte panel calcium (Ca+2) in serum/plasma/blood magnesium (Mg+2) in serum glucose in serum/plasma creatine kinase MB (CKMB) in serum lactate dehydrogenase (LDH) in serum troponin-I in serum amylase in serum lipase in serum renal function tests; renal function panel liver (function) tests (LFT, liver panel, hepatic function panel) phosphorus (inorganic phosphate) in serum cortisol in serum)
URINARY_INCONTINENCE	urinary incontinence (UI)	(URINE_CULTURE URINALYSIS ELECTROLYTE_PANEL URINE_CYTOLOGY)	(urine culture urinalysis (UA) electrolyte panel urine cytology)
FECAL_INCONTINENCE	fecal incontinence; anal incontinence; bowel incontinence; includes: encopresis	(THYROID_STIMULATING_HORMONE_IN_SERUM ELECTROLYTES_IN_SERUM CALCIUM_IN_SERUM/PLASMA)	(thyroid-stimulating hormone (TSH) in serum; thyrotropin in serum electrolytes in serum calcium (Ca+2) in serum/plasma/blood)
ELLIPTOCYTOSIS_TYPE_4	elliptocytosis type 4	(PERIPHERAL_BLOOD_SMEAR)	(peripheral blood smear)
ELLIPTOCYTOSIS_TYPE_3	elliptocytosis type 3	(PERIPHERAL_BLOOD_SMEAR)	(peripheral blood smear)
ELLIPTOCYTOSIS_TYPE_1	elliptocytosis type 1	(PERIPHERAL_BLOOD_SMEAR)	(peripheral blood smear)
ELLIPTOCYTOSIS_TYPE_2	elliptocytosis type 2	(PERIPHERAL_BLOOD_SMEAR)	(peripheral blood smear)
FAMILIAL_HYPOMAGNESEMIA_TYPE_4	familial hypomagnesemia type 4; renal hypomagnesemia normocalciuric	(MAGNESIUM_IN_SERUM CALCIUM_IN_SERUM/PLASMA 24_HOUR_URINE_CALCIUM)	(magnesium (Mg+2) in serum calcium (Ca+2) in serum/plasma/blood 24 hour urine calcium (Ca+2))
HYPOMAGNESEMIA_WITH_SECONDARY_HYPOCALCEMIA	hypomagnesemia type 1; hypomagnesemia with secondary hypocalcemia (HSH)	(MAGNESIUM_IN_SERUM 24_HOUR_URINE_MAGNESIUM CALCIUM_IN_SERUM/PLASMA)	(magnesium (Mg+2) in serum 24 hour urine magnesium (Mg+2) calcium (Ca+2) in serum/plasma/blood)
HYPOMAGNESEMIA_RENAL_WITH_OCULAR_INVOLVEMENT	hypomagnesemia renal with ocular involvement	(MAGNESIUM_IN_SERUM 24_HOUR_URINE_CALCIUM CALCIUM_IN_SERUM/PLASMA)	(magnesium (Mg+2) in serum 24 hour urine calcium (Ca+2) calcium (Ca+2) in serum/plasma/blood)
FAMILIAL_HYPOMAGNESEMIA_TYPE_3	familial hypomagnesemia type 3; familial hypomagnesemia with hypercalciuria & nephrocalcinosis (FHHNC)	(MAGNESIUM_IN_SERUM 24_HOUR_URINE_CALCIUM CALCIUM_IN_SERUM/PLASMA)	(magnesium (Mg+2) in serum 24 hour urine calcium (Ca+2) calcium (Ca+2) in serum/plasma/blood)
OBSTRUCTIVE_SLEEP_APNEA	obstructive sleep apnea (OSA)	(THYROID_FUNCTION_TEST THYROID_STIMULATING_HORMONE_IN_SERUM FREE_THYROXINE_IN_SERUM COMPLETE_BLOOD_COUNT ARTERIAL_BLOOD_GAS C_REACTIVE_PROTEIN_IN_SERUM)	(thyroid function test thyroid-stimulating hormone (TSH) in serum; thyrotropin in serum thyroxine [T4] (free) in serum complete blood count (CBC) arterial blood gas (ABG) C-reactive protein (CRP) in serum)
CENTRAL_SLEEP_APNEA	central sleep apnea	(ARTERIAL_BLOOD_GAS PARTIAL_PRESSURE_OF_CARBON_DIOXIDE)	(arterial blood gas (ABG) partial pressure of carbon dioxide (pCO2))
